objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Viticulture","128621","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","142413805","7.17939","7.46979","2.9487","323","13288","thing","Viticulture","2","6","90","90","90","2013","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Viticulture Essential Edition","183394","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","142575602","7.80417","7.95608","2.9026","43","78657","thing","Viticulture Essential Edition","1","6","90","90","45","2015","1,2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"VIVO","420242","0","0","0","1","0","0","0","0","0","0","0","3","","3-4 Players
20 Min
C-B-3","","","","137223619","5.89744","7.16626","1.3913","3923","1973","thing","VIVO","3","4","30","30","20","2024","3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Waddle","435360","8","1","0","1","0","0","0","0","0","0","0","3","","2-5 Players
15 Min
C-B-3","","","","136252369","5.8458","6.96161","1.4286","4368","1903","thing","Waddle","2","5","25","25","15","2025","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Waddle: Orcas & Ice Floes","438426","0","0","0","1","0","0","0","0","0","0","0","3","","Expansion
C-B-3","","","","138697112","5.53606","7.39773","2","0","695","thing","Waddle: Orcas & Ice Floes","2","5","25","25","15","2025","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Wakanda","161762","0","0","0","1","0","0","0","0","0","0","0","3","","2 players 
15 min
C-B-4","","","","139487117","5.55292","5.90645","1.5","13001","802","thing","Wakanda","2","2","15","15","15","2014","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Wandering Towers","355483","0","0","0","1","0","0","0","0","0","0","0","3","","1 - 6 players 
30 minutes 
S-2-3

Fantasy","","","","138691377","6.8313","7.32354","1.5986","721","13132","thing","Wandering Towers","1","6","30","30","30","2022","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"War For Chicken Island","261898","0","0","0","1","0","0","0","0","0","0","0","3","","1-4 players
30-240 min 
S-2-4","","","","148057789","5.59863","6.7391","2.25","9548","1319","thing","War For Chicken Island","1","4","240","240","30","2020","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Wasabi!","33154","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players
30-45 min 
S-2-3","","","","135498532","6.15867","6.5145","1.9009","2402","5042","thing","Wasabi!","2","4","45","45","30","2008","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Z-Man Games","English","2008","English first edition"
"Waterworks","333","0","0","0","1","0","0","0","0","0","0","0","3","","2-5 players
30 min 
C-B-1","","","","136401990","5.50533","5.55687","1.2096","24597","5353","thing","Waterworks","2","5","30","30","30","1972","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Weirdwood Manor","359601","0","0","0","1","0","0","0","0","0","0","0","3","","1-5 Players
90-120 Minutes
S-1-5","","","","148053586","5.80073","7.17879","3.3824","4816","2141","thing","Weirdwood Manor","1","5","120","120","90","2024","1,2,3","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome to Everdell","375852","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players","","","","135498921","6.4182","7.52294","1.8933","1541","6379","thing","Welcome to Everdell","1","4","30","30","30","2022","1,2,3,4","3","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome to the Dungeon","150312","0","0","0","1","0","0","0","0","0","0","0","3","","2 - 4 players","","","","135497177","6.36736","6.52358","1.2345","1680","27686","thing","Welcome to the Dungeon","2","4","30","30","30","2013","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome to the Moon","339789","7.6","1","0","1","0","0","0","0","0","0","0","3","","1 - 6 player 
25 - 30 Minutes
C-B-2","","","","136060996","7.35224","7.84724","2.448","211","20882","thing","Welcome to the Moon","1","6","30","30","25","2021","1,2,3,4,5,6","2,3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome To...","233867","7.8","8","0","1","0","0","0","0","0","0","0","3","","Game was very fast","","","","146488166","7.34856","7.50518","1.8414","215","55053","thing","Welcome To...","1","100","25","25","25","2018","1,2,3,4,5,6,7,8,9,10","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome To...: Dry Erase Expansions","342515","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","147599427","5.60408","7.97538","0","0","977","thing","Welcome To...: Dry Erase Expansions","1","4","25","25","25","2020","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Easter Egg Hunt & Doomsday Thematic Neighborhoods","271874","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","147599439","5.86598","7.29133","1.9167","0","3139","thing","Welcome To...: Easter Egg Hunt & Doomsday Thematic Neighborhoods","1","50","25","25","25","2019","1,2,3,4,5,6,7,8,9,10","1,2,3,4,5","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Halloween & Christmas Lights Thematic Neighborhoods","283991","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","147599448","5.7685","7.48642","2","0","1782","thing","Welcome To...: Halloween & Christmas Lights Thematic Neighborhoods","1","50","25","25","25","2019","1,2,3,4,5,6","1,2,3,4,5,6","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Halloween Thematic Neighborhood","265377","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","147599438","5.89004","7.40338","1.8333","0","4074","thing","Welcome To...: Halloween Thematic Neighborhood","1","100","25","25","25","2019","2,3,4,5,6,7,8,9,10","2,3,4,5,6","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Ice Cream Truck & Outbreak Thematic Neighborhoods","272257","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","147599442","5.83457","7.25225","2.1","0","2674","thing","Welcome To...: Ice Cream Truck & Outbreak Thematic Neighborhoods","1","50","25","25","25","2019","1,2,3,4,5,6","1,2,3,4,5,6","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Spring Thematic Neighborhood","278207","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","147599431","5.73265","7.35349","2","0","2656","thing","Welcome To...: Spring Thematic Neighborhood","1","50","25","25","25","2019","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31","1,2,3,4,5,6,7,8,9,10,11,12","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome To...: Summer Thematic Neighborhood","278208","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","147599430","5.74985","7.42741","1.6667","0","2598","thing","Welcome To...: Summer Thematic Neighborhood","1","50","25","25","25","2019","1,2,3,4,5,6","1,2,3,4,5,6","8+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Where in the World is Carmen Sandiego? Card Game","232944","0","0","0","1","0","0","0","0","0","0","0","3","","2-4 Players
25-50 Min 
C-B-1","","","","147999729","5.47048","5.35853","1.6667","29936","1443","thing","Where in the World is Carmen Sandiego? Card Game","2","4","50","50","25","2017","2,4","4","10","","","","","","","standalone","","","","","","","","","","","","","","",""
"Whirling Witchcraft","335275","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","139294500","6.26218","7.1754","1.8","2008","3905","thing","Whirling Witchcraft","2","5","30","30","15","2021","2,3,4,5","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Whirly Derby","449137","8","1","0","1","0","0","0","0","0","0","0","3","","2 - 6 players
20-30 min 
S-3-1

take the odds that your marbles are first out the shoot or last, take cards score cards and may the odds be in your favor.","","","","135719418","5.61893","6.61002","1.1429","8597","644","thing","Whirly Derby","2","6","30","30","20","2025","3,4,5,6","5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The White Castle","371942","0","0","0","1","0","0","0","0","0","0","0","3","","1 - 4 player
80 Min 
C-B-1","","","","138197991","7.69351","7.97841","3.0612","71","41350","thing","The White Castle","1","4","80","80","80","2023","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The White Castle Duel","438936","0","0","0","1","0","0","0","0","0","0","0","3","","2 player
20 - 40 minutes 
C-B-4

Euro style","","","","138696338","6.23082","7.87673","2.8889","2130","3918","thing","The White Castle Duel","2","2","40","40","20","2025","2","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The White Castle: Matcha","420321","0","0","0","1","0","0","0","0","0","0","0","3","","Expansion 
C-B-1","","","","138197998","6.90472","8.37129","3.2931","0","11323","thing","The White Castle: Matcha","1","4","110","110","90","2024","1,2,3,4","2,3","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Who Killed Mia?","400663","0","0","0","1","0","0","0","0","0","0","0","3","","1-6 Players
1-2 Hours
C-C-3","","","","139485005","5.50719","5.98333","3","23967","229","thing","Who Killed Mia?","1","99","120","120","60","2023","1,2,3","2","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Wild Tiled West","342032","8","2","0","1","0","0","0","0","0","0","0","3","","1 - 5 players
45 minutes
B-A-1","","","","139484274","6.33845","7.62478","2.7143","1754","2852","thing","Wild Tiled West","1","5","90","90","45","2023","1,2,3,4,5","3,4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"A Wild Venture","447174","0","0","0","1","0","0","0","0","0","0","0","3","","1 -2 players
40 - 60 minutes
C-A-4","","","","139482266","6.49174","7.90676","2.619","1359","4935","thing","A Wild Venture","2","2","60","60","40","2025","1,2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Wild: Serengeti","335427","0","0","0","1","0","0","0","0","0","0","0","3","","1-4 players
45-120 mIn 
S-2-1","","","","148058252","6.14141","6.97877","2.5946","2484","5094","thing","Wild: Serengeti","1","4","120","120","45","2022","1,2,3","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Windward","282922","0","0","0","1","0","0","0","0","0","0","0","3","","1 - 5 players
30-90 mIn 
S-2-1","","","","135498939","5.90483","6.89303","2.3818","3848","3672","thing","Windward","1","5","90","90","30","2020","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Winnie the Pooh: Serious Detective","449448","0","0","0","1","0","0","0","0","0","0","0","3","","1-4 Players
90 Min
C-C-3","","","","143448454","5.56788","7.45343","2.2","11595","332","thing","Winnie the Pooh: Serious Detective","1","4","90","90","75","2025","1,2,3,4","4","","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Wishland","290618","0","0","0","1","0","0","0","0","0","0","0","3","","1-4 Players
75 Minutes
S-3-3","","","","147962534","5.79276","7.14457","2.4783","4914","1408","thing","Wishland","1","4","75","75","75","2021","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Wispwood","445044","7.8","3","0","1","0","0","0","0","0","0","0","3","","","","","","147297821","6.16038","7.38681","2.0278","2396","2689","thing","Wispwood","1","4","45","45","30","2025","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Witchcraft!","383499","0","0","0","1","0","0","0","0","0","0","0","3","","1 player
30 min
C-C-4
Hand management solitaire","","","","138693287","6.56724","7.60892","2.4306","1176","7769","thing","Witchcraft!","1","1","40","40","20","2023","1","1","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Without Fail","394134","0","0","0","1","0","0","0","0","0","0","0","3","","2+ players
20 minutes
C-B-5","","","","135500196","5.54083","6.29014","1","14691","669","thing","Without Fail","2","99","20","20","20","2023","4,5,6","4,5,6","6+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Wizard School","185154","7","0","0","1","0","0","0","0","0","0","0","3","","2 - 5 players
40 - 90 min
C-C-1

Card","","","","138697228","5.41617","4.76339","2.5833","30756","999","thing","Wizard School","2","5","90","90","40","2016","2,3,4,5","2,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
